dataset,dataset_code,paper_id,cell_key,matched,same_paper_ai_records_present,reference_source_format,reference_rows_in_cell,reference_cells_in_paper,reference_rows_in_paper,distinct_outcome_canonical_in_paper,distinct_crop_in_paper,distinct_treatment_level_in_paper,distinct_co_amendment_in_paper,distinct_co_amendment_level_in_paper,distinct_timepoint_in_paper,distinct_aggregation_level_in_paper
Loladze 2014,Loladze,wroblewitz_2013,wroblewitz_2013 | zn | grain | batis__n50,0,0,nonfigure,2,20,40,1,1,5,1,4,4,1
Loladze 2014,Loladze,wroblewitz_2013,wroblewitz_2013 | zn | grain | theresa__n100,0,0,nonfigure,2,20,40,1,1,5,1,4,4,1
Loladze 2014,Loladze,wroblewitz_2013,wroblewitz_2013 | zn | grain | theresa__n50,0,0,nonfigure,2,20,40,1,1,5,1,4,4,1
Loladze 2014,Loladze,wu_2004,wu_2004 | k | grain | turbo,0,1,nonfigure,1,4,4,1,1,4,1,1,1,1
Loladze 2014,Loladze,wu_2004,wu_2004 | n | grain | turbo,0,1,nonfigure,1,4,4,1,1,4,1,1,1,1
Loladze 2014,Loladze,wu_2004,wu_2004 | p | grain | turbo,0,1,nonfigure,1,4,4,1,1,4,1,1,1,1
Loladze 2014,Loladze,wu_2004,wu_2004 | zn | grain | turbo,0,1,nonfigure,1,4,4,1,1,4,1,1,1,1
Loladze 2014,Loladze,ziska_1997,ziska_1997 | ca | grain | ir_72,1,1,nonfigure,1,2,2,1,1,2,1,1,1,1
Loladze 2014,Loladze,ziska_1997,ziska_1997 | k | grain | ir_72,1,1,nonfigure,1,2,2,1,1,2,1,1,1,1
Li J et al. 2022,Li2022,-s2.0-s0304423819306703-main,-s2.0-s0304423819306703-main,1,1,nonfigure,6,1,6,1,1,1,1,2,1,1
Li J et al. 2022,Li2022,-s2.0-s0304423820302417-main,-s2.0-s0304423820302417-main,1,1,nonfigure,2,1,2,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,abdel-mawgoud_2010,abdel-mawgoud_2010,1,1,nonfigure,8,1,8,1,1,1,1,4,1,1
Li J et al. 2022,Li2022,agriculture-10-00618-v2,agriculture-10-00618-v2,1,1,nonfigure,1,1,1,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,al-tawaha-et-al-2011-foliar-application-of-elicitors-alters-isoflavone-concentrations-and-other-seed-characteristics-of,al-tawaha-et-al-2011-foliar-application-of-elicitors-alters-isoflavone-concentrations-and-other-seed-characteristics-of,1,1,nonfigure,8,1,8,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,alabdulla_2019_effect of foliar application of humic ac,alabdulla_2019_effect of foliar application of humic ac,0,0,nonfigure,6,1,6,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,ali_2019_biostimulatory activities of ascophyllum nodosum e,ali_2019_biostimulatory activities of ascophyllum nodosum e,1,1,nonfigure,4,1,4,1,2,1,1,1,1,1
Li J et al. 2022,Li2022,article1400838000_azarpour et al,article1400838000_azarpour et al,1,1,nonfigure,2,1,2,1,1,1,1,2,1,1
Li J et al. 2022,Li2022,chen_2021_effects of seaweed extracts on the growt,chen_2021_effects of seaweed extracts on the growt,1,1,nonfigure,24,1,24,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,ciepiela_2019_the effect of biostimulants derived from,ciepiela_2019_the effect of biostimulants derived from,1,1,nonfigure,5,1,5,1,2,1,1,1,1,1
Li J et al. 2022,Li2022,fichhof_2018_management of biostimulant and silicon i,fichhof_2018_management of biostimulant and silicon i,1,1,nonfigure,2,1,2,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,godlewska_2016,godlewska_2016,1,1,nonfigure,20,1,20,1,4,2,1,1,1,1
Li J et al. 2022,Li2022,grabowska_2012_the effect of cultivar and biostimulant,grabowska_2012_the effect of cultivar and biostimulant,1,1,nonfigure,6,1,6,1,1,1,1,2,1,1
Li J et al. 2022,Li2022,gt_study01,gt_study01,0,0,nonfigure,2,1,2,1,1,1,1,2,1,1
Li J et al. 2022,Li2022,gt_study02,gt_study02,0,0,nonfigure,9,1,9,1,1,2,1,1,1,1
Li J et al. 2022,Li2022,gt_study03,gt_study03,0,0,nonfigure,2,1,2,1,1,1,1,2,1,1
Li J et al. 2022,Li2022,gt_study04,gt_study04,0,0,nonfigure,3,1,3,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study06,gt_study06,0,0,nonfigure,6,1,6,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,gt_study07,gt_study07,0,0,nonfigure,16,1,16,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study100,gt_study100,0,0,nonfigure,6,1,6,1,2,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study101,gt_study101,0,0,nonfigure,2,1,2,1,1,1,1,2,1,1
Li J et al. 2022,Li2022,gt_study103,gt_study103,0,0,nonfigure,12,1,12,1,1,1,2,1,1,1
Li J et al. 2022,Li2022,gt_study104,gt_study104,0,0,nonfigure,2,1,2,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study105,gt_study105,0,0,nonfigure,6,1,6,1,1,1,3,1,1,1
Li J et al. 2022,Li2022,gt_study106,gt_study106,0,0,nonfigure,3,1,3,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study107,gt_study107,0,0,nonfigure,4,1,4,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study108,gt_study108,0,0,nonfigure,4,1,4,1,1,1,1,2,1,1
Li J et al. 2022,Li2022,gt_study109,gt_study109,0,0,nonfigure,6,1,6,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,gt_study11,gt_study11,0,0,nonfigure,4,1,4,1,1,1,2,1,1,1
Li J et al. 2022,Li2022,gt_study111,gt_study111,0,0,nonfigure,2,1,2,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study112,gt_study112,0,0,nonfigure,4,1,4,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study113,gt_study113,0,0,nonfigure,6,1,6,1,1,1,1,6,1,1
Li J et al. 2022,Li2022,gt_study114,gt_study114,0,0,nonfigure,1,1,1,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study115,gt_study115,0,0,nonfigure,4,1,4,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,gt_study116,gt_study116,0,0,nonfigure,3,1,3,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,gt_study119,gt_study119,0,0,nonfigure,5,1,5,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study12,gt_study12,0,0,nonfigure,20,1,20,1,2,1,1,2,1,1
Li J et al. 2022,Li2022,gt_study120,gt_study120,0,0,nonfigure,3,1,3,1,1,1,1,2,1,1
Li J et al. 2022,Li2022,gt_study121,gt_study121,0,0,nonfigure,6,1,6,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,gt_study122,gt_study122,0,0,nonfigure,3,1,3,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,gt_study123,gt_study123,0,0,nonfigure,3,1,3,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study124,gt_study124,0,0,nonfigure,1,1,1,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study125,gt_study125,0,0,nonfigure,6,1,6,1,1,3,1,1,1,1
Li J et al. 2022,Li2022,gt_study126,gt_study126,0,0,nonfigure,2,1,2,1,2,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study127,gt_study127,0,0,nonfigure,8,1,8,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study128,gt_study128,0,0,nonfigure,8,1,8,1,1,1,2,2,1,1
Li J et al. 2022,Li2022,gt_study13,gt_study13,0,0,nonfigure,1,1,1,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study131,gt_study131,0,0,nonfigure,8,1,8,1,1,2,1,1,1,1
Li J et al. 2022,Li2022,gt_study132,gt_study132,0,0,nonfigure,10,1,10,1,1,1,1,5,1,1
Li J et al. 2022,Li2022,gt_study133,gt_study133,0,0,nonfigure,4,1,4,1,1,1,1,4,1,1
Li J et al. 2022,Li2022,gt_study134,gt_study134,0,0,nonfigure,4,1,4,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study135,gt_study135,0,0,nonfigure,4,1,4,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study137,gt_study137,0,0,nonfigure,16,1,16,1,1,1,2,1,1,1
Li J et al. 2022,Li2022,gt_study138,gt_study138,0,0,nonfigure,10,1,10,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study139,gt_study139,0,0,nonfigure,2,1,2,1,1,1,2,1,1,1
Li J et al. 2022,Li2022,gt_study14,gt_study14,0,0,nonfigure,4,1,4,1,1,2,1,2,1,1
Li J et al. 2022,Li2022,gt_study140,gt_study140,0,0,nonfigure,3,1,3,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,gt_study142,gt_study142,0,0,nonfigure,2,1,2,1,1,1,2,1,1,1
Li J et al. 2022,Li2022,gt_study143,gt_study143,0,0,nonfigure,3,1,3,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,gt_study144,gt_study144,0,0,nonfigure,8,1,8,1,1,1,1,4,1,1
Li J et al. 2022,Li2022,gt_study145,gt_study145,0,0,nonfigure,4,1,4,1,1,1,2,1,1,1
Li J et al. 2022,Li2022,gt_study146,gt_study146,0,0,nonfigure,6,1,6,1,1,1,1,2,1,1
Li J et al. 2022,Li2022,gt_study148,gt_study148,0,0,nonfigure,6,1,6,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,gt_study15,gt_study15,0,0,nonfigure,3,1,3,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study150,gt_study150,0,0,nonfigure,6,1,6,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,gt_study151,gt_study151,0,0,nonfigure,8,1,8,1,1,1,1,4,1,1
Li J et al. 2022,Li2022,gt_study153,gt_study153,0,0,nonfigure,2,1,2,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study154,gt_study154,0,0,nonfigure,6,1,6,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,gt_study155,gt_study155,0,0,nonfigure,6,1,6,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,gt_study156,gt_study156,0,0,nonfigure,12,1,12,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,gt_study157,gt_study157,0,0,nonfigure,12,1,12,1,2,1,1,6,1,1
Li J et al. 2022,Li2022,gt_study158,gt_study158,0,0,nonfigure,18,1,18,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,gt_study159,gt_study159,0,0,nonfigure,6,1,6,1,1,3,1,1,1,1
Li J et al. 2022,Li2022,gt_study16,gt_study16,0,0,nonfigure,2,1,2,1,1,2,1,1,1,1
Li J et al. 2022,Li2022,gt_study160,gt_study160,0,0,nonfigure,6,1,6,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study161,gt_study161,0,0,nonfigure,2,1,2,1,1,1,1,2,1,1
Li J et al. 2022,Li2022,gt_study164,gt_study164,0,0,nonfigure,6,1,6,1,1,2,1,1,1,1
Li J et al. 2022,Li2022,gt_study166,gt_study166,0,0,nonfigure,2,1,2,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study167,gt_study167,0,0,nonfigure,8,1,8,1,1,1,1,4,1,1
Li J et al. 2022,Li2022,gt_study168,gt_study168,0,0,nonfigure,8,1,8,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study169,gt_study169,0,0,nonfigure,15,1,15,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study17,gt_study17,0,0,nonfigure,3,1,3,1,1,3,1,1,1,1
Li J et al. 2022,Li2022,gt_study171,gt_study171,0,0,nonfigure,3,1,3,1,1,2,1,1,1,1
Li J et al. 2022,Li2022,gt_study172,gt_study172,0,0,nonfigure,3,1,3,1,1,2,1,1,1,1
Li J et al. 2022,Li2022,gt_study173,gt_study173,0,0,nonfigure,8,1,8,1,1,1,1,2,1,1
Li J et al. 2022,Li2022,gt_study176,gt_study176,0,0,nonfigure,27,1,27,1,2,2,1,5,1,1
Li J et al. 2022,Li2022,gt_study178,gt_study178,0,0,nonfigure,3,1,3,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study179,gt_study179,0,0,nonfigure,3,1,3,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study18,gt_study18,0,0,nonfigure,2,1,2,1,1,2,1,1,1,1
Li J et al. 2022,Li2022,gt_study21,gt_study21,0,0,nonfigure,12,1,12,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,gt_study22,gt_study22,0,0,nonfigure,3,1,3,1,3,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study23,gt_study23,0,0,nonfigure,2,1,2,1,1,1,1,2,1,1
Li J et al. 2022,Li2022,gt_study25,gt_study25,0,0,nonfigure,4,1,4,1,1,1,1,2,1,1
Li J et al. 2022,Li2022,gt_study26,gt_study26,0,0,nonfigure,2,1,2,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study27,gt_study27,0,0,nonfigure,3,1,3,1,1,1,1,2,1,1
Li J et al. 2022,Li2022,gt_study28,gt_study28,0,0,nonfigure,12,1,12,1,1,2,1,3,1,1
Li J et al. 2022,Li2022,gt_study29,gt_study29,0,0,nonfigure,3,1,3,1,1,3,1,1,1,1
Li J et al. 2022,Li2022,gt_study30,gt_study30,0,0,nonfigure,2,1,2,1,1,2,1,1,1,1
Li J et al. 2022,Li2022,gt_study32,gt_study32,0,0,nonfigure,3,1,3,1,1,1,1,2,1,1
Li J et al. 2022,Li2022,gt_study34,gt_study34,0,0,nonfigure,8,1,8,1,1,1,1,4,1,1
Li J et al. 2022,Li2022,gt_study35,gt_study35,0,0,nonfigure,4,1,4,1,1,1,1,4,1,1
Li J et al. 2022,Li2022,gt_study36,gt_study36,0,0,nonfigure,1,1,1,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study38,gt_study38,0,0,nonfigure,6,1,6,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,gt_study39,gt_study39,0,0,nonfigure,6,1,6,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,gt_study40,gt_study40,0,0,nonfigure,3,1,3,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,gt_study41,gt_study41,0,0,nonfigure,5,1,5,1,1,1,1,5,1,1
Li J et al. 2022,Li2022,gt_study42,gt_study42,0,0,nonfigure,12,1,12,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,gt_study43,gt_study43,0,0,nonfigure,2,1,2,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study45,gt_study45,0,0,nonfigure,1,1,1,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study46,gt_study46,0,0,nonfigure,2,1,2,1,1,2,1,1,1,1
Li J et al. 2022,Li2022,gt_study47,gt_study47,0,0,nonfigure,22,1,22,1,1,1,2,1,1,1
Li J et al. 2022,Li2022,gt_study48,gt_study48,0,0,nonfigure,6,1,6,1,1,2,1,1,1,1
Li J et al. 2022,Li2022,gt_study49,gt_study49,0,0,nonfigure,3,1,3,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,gt_study50,gt_study50,0,0,nonfigure,4,1,4,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study51,gt_study51,0,0,nonfigure,2,1,2,1,1,1,1,2,1,1
Li J et al. 2022,Li2022,gt_study52,gt_study52,0,0,nonfigure,5,1,5,1,1,1,2,3,1,1
Li J et al. 2022,Li2022,gt_study53,gt_study53,0,0,nonfigure,10,1,10,1,1,3,1,1,1,1
Li J et al. 2022,Li2022,gt_study54,gt_study54,0,0,nonfigure,2,1,2,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study55,gt_study55,0,0,nonfigure,6,1,6,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,gt_study57,gt_study57,0,0,nonfigure,4,1,4,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study58,gt_study58,0,0,nonfigure,8,1,8,1,1,1,1,4,1,1
Li J et al. 2022,Li2022,gt_study59,gt_study59,0,0,nonfigure,8,1,8,1,1,1,1,4,1,1
Li J et al. 2022,Li2022,gt_study60,gt_study60,0,0,nonfigure,4,1,4,1,1,1,1,2,1,1
Li J et al. 2022,Li2022,gt_study61,gt_study61,0,0,nonfigure,3,1,3,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study62,gt_study62,0,0,nonfigure,4,1,4,1,1,1,1,2,1,1
Li J et al. 2022,Li2022,gt_study63,gt_study63,0,0,nonfigure,1,1,1,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study64,gt_study64,0,0,nonfigure,4,1,4,1,1,2,1,2,1,1
Li J et al. 2022,Li2022,gt_study65,gt_study65,0,0,nonfigure,4,1,4,1,1,1,2,1,1,1
Li J et al. 2022,Li2022,gt_study66,gt_study66,0,0,nonfigure,8,1,8,1,1,2,1,1,1,1
Li J et al. 2022,Li2022,gt_study67,gt_study67,0,0,nonfigure,2,1,2,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study69,gt_study69,0,0,nonfigure,3,1,3,1,1,1,1,2,1,1
Li J et al. 2022,Li2022,gt_study70,gt_study70,0,0,nonfigure,9,1,9,1,1,1,1,2,1,1
Li J et al. 2022,Li2022,gt_study76,gt_study76,0,0,nonfigure,3,1,3,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study79,gt_study79,0,0,nonfigure,3,1,3,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,gt_study80,gt_study80,0,0,nonfigure,8,1,8,1,1,1,1,4,1,1
Li J et al. 2022,Li2022,gt_study81,gt_study81,0,0,nonfigure,8,1,8,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study84,gt_study84,0,0,nonfigure,10,1,10,1,1,1,2,4,1,1
Li J et al. 2022,Li2022,gt_study86,gt_study86,0,0,nonfigure,8,1,8,1,1,1,1,4,1,1
Li J et al. 2022,Li2022,gt_study87,gt_study87,0,0,nonfigure,3,1,3,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study88,gt_study88,0,0,nonfigure,8,1,8,1,1,1,1,2,1,1
Li J et al. 2022,Li2022,gt_study90,gt_study90,0,0,nonfigure,4,1,4,1,1,2,1,1,1,1
Li J et al. 2022,Li2022,gt_study92,gt_study92,0,0,nonfigure,2,1,2,1,1,1,2,1,1,1
Li J et al. 2022,Li2022,gt_study93,gt_study93,0,0,nonfigure,2,1,2,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study94,gt_study94,0,0,nonfigure,1,1,1,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study95,gt_study95,0,0,nonfigure,7,1,7,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study97,gt_study97,0,0,nonfigure,6,1,6,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,gt_study98,gt_study98,0,0,nonfigure,18,1,18,1,1,3,1,3,1,1
Li J et al. 2022,Li2022,gt_study99,gt_study99,0,0,nonfigure,5,1,5,1,1,1,1,5,1,1
Li J et al. 2022,Li2022,głosek-sobieraj_2018_the effect of growth regulators and a bi,głosek-sobieraj_2018_the effect of growth regulators and a bi,1,1,nonfigure,6,1,6,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,knapowski_2019_crop stimulants as a factor determining,knapowski_2019_crop stimulants as a factor determining,1,1,nonfigure,4,1,4,1,1,2,1,1,1,1
Li J et al. 2022,Li2022,"kocira_2018_modeling biometric traits, yield and nut","kocira_2018_modeling biometric traits, yield and nut",1,1,nonfigure,36,1,36,1,1,1,1,2,1,1
Li J et al. 2022,Li2022,kocira_2019_effect of amino acid biostimulant on the,kocira_2019_effect of amino acid biostimulant on the,1,1,nonfigure,66,1,66,1,3,2,1,3,1,1
Li J et al. 2022,Li2022,kocira_2020_biochemical and economical effect of app,kocira_2020_biochemical and economical effect of app,0,0,nonfigure,24,1,24,1,1,2,1,2,1,1
Li J et al. 2022,Li2022,kowalska_2021_effect of different forms of silicon on,kowalska_2021_effect of different forms of silicon on,1,1,nonfigure,4,1,4,1,1,1,2,1,1,1
Li J et al. 2022,Li2022,kuisma_1989_the effect of foliar application of seaw,kuisma_1989_the effect of foliar application of seaw,1,1,nonfigure,3,1,3,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,"lola-luz_2014_effect on yield, total phenolic, total f","lola-luz_2014_effect on yield, total phenolic, total f",1,1,nonfigure,6,1,6,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,mattner_2018_increased growth response of strawberry,mattner_2018_increased growth response of strawberry,1,1,nonfigure,3,1,3,1,1,1,2,1,1,1
Li J et al. 2022,Li2022,matysiak_2018_herbicides with natural and synthetic bi,matysiak_2018_herbicides with natural and synthetic bi,1,1,nonfigure,6,1,6,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,michalak_2016_evaluation of supercritical extracts of,michalak_2016_evaluation of supercritical extracts of,1,1,nonfigure,5,1,5,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,mondal_2013,mondal_2013,1,1,nonfigure,16,1,16,1,2,1,1,7,1,1
Li J et al. 2022,Li2022,plants-09-01633,plants-09-01633,1,1,nonfigure,2,1,2,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,pohl_2019_the eggplant yield and fruit composition,pohl_2019_the eggplant yield and fruit composition,1,1,nonfigure,12,1,12,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,"popescu_2018_yield, berry quality and physiological r","popescu_2018_yield, berry quality and physiological r",1,1,nonfigure,12,1,12,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,pramanick_2016_effect of seaweed saps derived from two,pramanick_2016_effect of seaweed saps derived from two,1,1,nonfigure,8,1,8,1,1,1,1,4,1,1
Li J et al. 2022,Li2022,procházka_2015_the possibilities of increasing the prod,procházka_2015_the possibilities of increasing the prod,1,1,nonfigure,6,1,6,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,prokkola_2007_effect of biological sprays on the incid,prokkola_2007_effect of biological sprays on the incid,1,1,nonfigure,6,1,6,1,1,3,1,1,1,1
Li J et al. 2022,Li2022,radkowski_2018,radkowski_2018,1,1,nonfigure,9,1,9,1,1,1,1,3,1,1
Li J et al. 2022,Li2022,rahman_2018_chitosan biopolymer promotes yield and s,rahman_2018_chitosan biopolymer promotes yield and s,1,1,nonfigure,4,1,4,1,1,1,1,4,1,1
Li J et al. 2022,Li2022,soppelsa_2018_use of biostimulants for organic apple p,soppelsa_2018_use of biostimulants for organic apple p,1,1,nonfigure,9,1,9,1,1,5,1,1,1,1
Li J et al. 2022,Li2022,sulakhudin_2019_application of coastal sediments and fol,sulakhudin_2019_application of coastal sediments and fol,1,1,nonfigure,3,1,3,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,sustainability-11-02171,sustainability-11-02171,1,1,nonfigure,2,1,2,1,1,1,1,1,1,1
Li J et al. 2022,Li2022,wilczewski_2018_response of sugar beet to humic substanc,wilczewski_2018_response of sugar beet to humic substanc,1,1,nonfigure,1,1,1,1,1,1,1,1,1,1
